,Sentence #,Word,Tag
323,Sentence: 21,VẠN,I-COM
324,Sentence: 21,PHÁT,I-COM
325,Sentence: 22,CÔNG,B-COM
326,Sentence: 22,TY,I-COM
327,Sentence: 22,TNHH,I-COM
328,Sentence: 22,LƯU,I-COM
329,Sentence: 22,HẰNG,I-COM
330,Sentence: 23,CONG,B-COM
331,Sentence: 23,TY,I-COM
332,Sentence: 23,TNHH,I-COM
333,Sentence: 23,TVTK,I-COM
334,Sentence: 23,VA,I-COM
335,Sentence: 23,XD,I-COM
336,Sentence: 23,D,I-COM
337,Sentence: 23,HOME,I-COM
338,Sentence: 23,ARCHITECTURE,I-COM
339,Sentence: 23,",",O
340,Sentence: 23,Công,B-COM
341,Sentence: 23,Ty,I-COM
342,Sentence: 23,TNHH,I-COM
343,Sentence: 23,Tư,I-COM
344,Sentence: 23,Vấn,I-COM
345,Sentence: 23,Thiết,I-COM
346,Sentence: 23,Kế,I-COM
347,Sentence: 23,Và,I-COM
348,Sentence: 23,Xây,I-COM
349,Sentence: 23,Dựng,I-COM
350,Sentence: 23,D,I-COM
351,Sentence: 23,Home,I-COM
352,Sentence: 23,Architecture,I-COM
353,Sentence: 24,TAN,B-COM
354,Sentence: 24,NGOC,I-COM
355,Sentence: 24,CHAU,I-COM
356,Sentence: 24,ADVERTISE,I-COM
357,Sentence: 24,"CO.,",I-COM
358,Sentence: 24,LTD,I-COM
359,Sentence: 24,",",O
360,Sentence: 24,CÔNG,B-COM
361,Sentence: 24,TY,I-COM
362,Sentence: 24,TNHH,I-COM
363,Sentence: 24,QUẢNG,I-COM
364,Sentence: 24,CÁO,I-COM
365,Sentence: 24,TÂN,I-COM
366,Sentence: 24,NGỌC,I-COM
367,Sentence: 24,CHÂU,I-COM
368,Sentence: 25,BẢO,B-COM
369,Sentence: 25,"ANH.,",I-COM
370,Sentence: 25,JSC,I-COM
371,Sentence: 25,",",O
372,Sentence: 25,BẢO,B-COM
373,Sentence: 25,"ANH.,",I-COM
374,Sentence: 25,JSC,I-COM
375,Sentence: 25,",",O
376,Sentence: 25,CÔNG,B-COM
377,Sentence: 25,TY,I-COM
378,Sentence: 25,CỔ,I-COM
379,Sentence: 25,PHẦN,I-COM
380,Sentence: 25,THƯƠNG,I-COM
381,Sentence: 25,MẠI,I-COM
382,Sentence: 25,BẢO,I-COM
383,Sentence: 25,ANH,I-COM
384,Sentence: 26,CÔNG,B-COM
385,Sentence: 26,TY,I-COM
386,Sentence: 26,TNHH,I-COM
387,Sentence: 26,TRƯỜNG,I-COM
388,Sentence: 26,KHÁNH,I-COM
389,Sentence: 27,CTY,B-COM
390,Sentence: 27,TNHH,I-COM
391,Sentence: 27,XD,I-COM
392,Sentence: 27,HOÀNG,I-COM
393,Sentence: 27,NGUYÊN,I-COM
394,Sentence: 27,KHANG,I-COM
395,Sentence: 27,",",O
396,Sentence: 27,CTY,B-COM
397,Sentence: 27,TNHH,I-COM
398,Sentence: 27,XD,I-COM
399,Sentence: 27,HOÀNG,I-COM
400,Sentence: 27,NGUYÊN,I-COM
401,Sentence: 27,KHANG,I-COM
402,Sentence: 27,",",O
403,Sentence: 27,CÔNG,B-COM
404,Sentence: 27,TY,I-COM
405,Sentence: 27,TNHH,I-COM
406,Sentence: 27,XÂY,I-COM
407,Sentence: 27,DỰNG,I-COM
408,Sentence: 27,HOÀNG,I-COM
409,Sentence: 27,NGUYÊN,I-COM
410,Sentence: 27,KHANG,I-COM
411,Sentence: 28,DELUXFARM,B-COM
412,Sentence: 28,",",O
413,Sentence: 28,DELUXFARM,B-COM
414,Sentence: 28,SERVICE,I-COM
415,Sentence: 28,TRADING,I-COM
416,Sentence: 28,PRODUCTION,I-COM
417,Sentence: 28,COMPANY,I-COM
418,Sentence: 28,LIMITED,I-COM
419,Sentence: 28,",",O
420,Sentence: 28,CÔNG,B-COM
421,Sentence: 28,TY,I-COM
422,Sentence: 28,TNHH,I-COM
423,Sentence: 28,SẢN,I-COM
424,Sentence: 28,XUẤT,I-COM
425,Sentence: 28,THƯƠNG,I-COM
426,Sentence: 28,MẠI,I-COM
427,Sentence: 28,DỊCH,I-COM
428,Sentence: 28,VỤ,I-COM
429,Sentence: 28,DELUXFARM,I-COM
430,Sentence: 29,CÔNG,B-COM
431,Sentence: 29,TY,I-COM
432,Sentence: 29,TNHH,I-COM
433,Sentence: 29,SMART,I-COM
434,Sentence: 29,HOME,I-COM
435,Sentence: 29,LIFE,I-COM
436,Sentence: 29,",",O
437,Sentence: 29,CÔNG,B-COM
438,Sentence: 29,TY,I-COM
439,Sentence: 29,TNHH,I-COM
440,Sentence: 29,SMART,I-COM
441,Sentence: 29,HOME,I-COM
442,Sentence: 29,LIFE,I-COM
443,Sentence: 29,",",O
444,Sentence: 29,CÔNG,B-COM
445,Sentence: 29,TY,I-COM
446,Sentence: 29,TNHH,I-COM
447,Sentence: 29,SMART,I-COM
448,Sentence: 29,HOME,I-COM
449,Sentence: 29,LIFE,I-COM
450,Sentence: 30,CÔNG,B-COM
451,Sentence: 30,TY,I-COM
452,Sentence: 30,TNHH,I-COM
453,Sentence: 30,PHÁT,I-COM
454,Sentence: 30,TRIỂN,I-COM
455,Sentence: 30,CHÍ,I-COM
456,Sentence: 30,THÀNH,I-COM
457,Sentence: 30,CHI,I-COM
458,Sentence: 30,NHÁNH,I-COM
459,Sentence: 30,NAM,I-COM
460,Sentence: 30,ĐỊNH,I-COM
461,Sentence: 31,CÔNG,B-COM
462,Sentence: 31,TY,I-COM
463,Sentence: 31,TNHH,I-COM
464,Sentence: 31,L,I-COM
465,Sentence: 31,VÀ,I-COM
466,Sentence: 31,T,I-COM
467,Sentence: 31,VIỆT,I-COM
468,Sentence: 31,NAM,I-COM
469,Sentence: 32,HQ,B-COM
470,Sentence: 32,TRADING,I-COM
471,Sentence: 32,AND,I-COM
472,Sentence: 32,CONSTRUCTION,I-COM
473,Sentence: 32,"CO.,LTD",I-COM
474,Sentence: 32,",",O
475,Sentence: 32,HQ,B-COM
476,Sentence: 32,TRADING,I-COM
477,Sentence: 32,AND,I-COM
478,Sentence: 32,CONSTRUCTION,I-COM
479,Sentence: 32,"CO.,LTD",I-COM
480,Sentence: 32,",",O
481,Sentence: 32,CÔNG,B-COM
482,Sentence: 32,TY,I-COM
483,Sentence: 32,TNHH,I-COM
484,Sentence: 32,XUẤT,I-COM
485,Sentence: 32,NHẬP,I-COM
486,Sentence: 32,KHẨU,I-COM
487,Sentence: 32,XÂY,I-COM
488,Sentence: 32,DỰNG,I-COM
489,Sentence: 32,VÀ,I-COM
490,Sentence: 32,THƯƠNG,I-COM
491,Sentence: 32,MẠI,I-COM
492,Sentence: 32,HQ,I-COM
493,Sentence: 33,MINHLONGLAB,B-COM
494,Sentence: 33,"CO.,",I-COM
495,Sentence: 33,LTD,I-COM
496,Sentence: 33,",",O
497,Sentence: 33,MINHLONGLAB,B-COM
498,Sentence: 33,"CO.,",I-COM
499,Sentence: 33,LTD,I-COM
500,Sentence: 33,",",O
501,Sentence: 33,CÔNG,B-COM
502,Sentence: 33,TY,I-COM
503,Sentence: 33,TNHH,I-COM
504,Sentence: 33,THIẾT,I-COM
505,Sentence: 33,BỊ,I-COM
506,Sentence: 33,HÓA,I-COM
507,Sentence: 33,CHẤT,I-COM
508,Sentence: 33,MINH,I-COM
509,Sentence: 33,LONG,I-COM
510,Sentence: 34,GRAVITAS,B-COM
511,Sentence: 34,",",O
512,Sentence: 34,GRAVITAS,B-COM
513,Sentence: 34,",",O
514,Sentence: 34,CÔNG,B-COM
515,Sentence: 34,TY,I-COM
516,Sentence: 34,CỔ,I-COM
517,Sentence: 34,PHẦN,I-COM
518,Sentence: 34,GRAVITAS,I-COM
519,Sentence: 35,CÔNG,B-COM
520,Sentence: 35,TY,I-COM
521,Sentence: 35,TNHH,I-COM
522,Sentence: 35,MỘT,I-COM
523,Sentence: 35,THÀNH,I-COM
524,Sentence: 35,VIÊN,I-COM
525,Sentence: 35,AN,I-COM
526,Sentence: 35,THU,I-COM
527,Sentence: 36,CÔNG,B-COM
528,Sentence: 36,TY,I-COM
529,Sentence: 36,TNHH,I-COM
530,Sentence: 36,XÂY,I-COM
531,Sentence: 36,DỰNG,I-COM
532,Sentence: 36,VÀ,I-COM
533,Sentence: 36,NỘI,I-COM
534,Sentence: 36,THẤT,I-COM
535,Sentence: 36,ATTCONCEPT,I-COM
536,Sentence: 37,CÔNG,B-COM
537,Sentence: 37,TY,I-COM
538,Sentence: 37,TNHH,I-COM
539,Sentence: 37,TVXD,I-COM
540,Sentence: 37,THÁI,I-COM
541,Sentence: 37,BÌNH,I-COM
542,Sentence: 37,",",O
543,Sentence: 37,CÔNG,B-COM
544,Sentence: 37,TY,I-COM
545,Sentence: 37,TNHH,I-COM
546,Sentence: 37,TVXD,I-COM
547,Sentence: 37,THÁI,I-COM
548,Sentence: 37,BÌNH,I-COM
549,Sentence: 37,",",O
550,Sentence: 37,CÔNG,B-COM
551,Sentence: 37,TY,I-COM
552,Sentence: 37,TNHH,I-COM
553,Sentence: 37,TVXD,I-COM
554,Sentence: 37,THÁI,I-COM
555,Sentence: 37,BÌNH,I-COM
556,Sentence: 38,DONGPHUONG,B-COM
557,Sentence: 38,"ICI.,JSC",I-COM
558,Sentence: 38,",",O
559,Sentence: 38,DONGPHUONG,B-COM
560,Sentence: 38,"ICI.,JSC",I-COM
561,Sentence: 38,",",O
562,Sentence: 38,CÔNG,B-COM
563,Sentence: 38,TY,I-COM
564,Sentence: 38,CỔ,I-COM
565,Sentence: 38,PHẦN,I-COM
566,Sentence: 38,ĐẦU,I-COM
567,Sentence: 38,TƯ,I-COM
568,Sentence: 38,XÂY,I-COM
569,Sentence: 38,DỰNG,I-COM
570,Sentence: 38,VÀ,I-COM
571,Sentence: 38,CÔNG,I-COM
572,Sentence: 38,NGHIỆP,I-COM
573,Sentence: 38,ĐÔNG,I-COM
574,Sentence: 38,PHƯƠNG,I-COM
575,Sentence: 39,Công,B-COM
576,Sentence: 39,Ty,I-COM
577,Sentence: 39,TNHH,I-COM
578,Sentence: 39,Alpha,I-COM
579,Sentence: 39,Ads,I-COM
580,Sentence: 39,",",O
581,Sentence: 39,Công,B-COM
582,Sentence: 39,Ty,I-COM
583,Sentence: 39,TNHH,I-COM
584,Sentence: 39,Alpha,I-COM
585,Sentence: 39,Ads,I-COM
586,Sentence: 40,DASAFOOD,B-COM
587,Sentence: 40,"CO.,LTD",I-COM
588,Sentence: 40,",",O
589,Sentence: 40,CÔNG,B-COM
590,Sentence: 40,TY,I-COM
591,Sentence: 40,TNHH,I-COM
592,Sentence: 40,THỰC,I-COM
593,Sentence: 40,PHẨM,I-COM
594,Sentence: 40,DASA,I-COM
595,Sentence: 41,CÔNG,B-COM
596,Sentence: 41,TY,I-COM
597,Sentence: 41,TNHH,I-COM
598,Sentence: 41,SẢN,I-COM
599,Sentence: 41,XUẤT,I-COM
600,Sentence: 41,-,I-COM
601,Sentence: 41,THƯƠNG,I-COM
602,Sentence: 41,MẠI,I-COM
603,Sentence: 41,-,I-COM
604,Sentence: 41,DỊCH,I-COM
605,Sentence: 41,VỤ,I-COM
606,Sentence: 41,-,I-COM
607,Sentence: 41,XÂY,I-COM
608,Sentence: 41,DỰNG,I-COM
609,Sentence: 41,-,I-COM
610,Sentence: 41,ĐẦU,I-COM
611,Sentence: 41,TƯ,I-COM
612,Sentence: 41,NGÔ,I-COM
613,Sentence: 41,GIA,I-COM
614,Sentence: 41,PHÚ,I-COM
615,Sentence: 42,CÔNG,B-COM
616,Sentence: 42,TY,I-COM
617,Sentence: 42,TNHH,I-COM
618,Sentence: 42,ÔH-MÊ-LY,I-COM
619,Sentence: 43,NGUYEN,B-COM
620,Sentence: 43,TIN,I-COM
621,Sentence: 43,TECHNICAL,I-COM
622,Sentence: 43,COMPANY,I-COM
623,Sentence: 43,LIMITED,I-COM
624,Sentence: 43,",",O
625,Sentence: 43,NGUYEN,B-COM
626,Sentence: 43,TIN,I-COM
627,Sentence: 43,TECHNICAL,I-COM
628,Sentence: 43,COMPANY,I-COM
629,Sentence: 43,LIMITED,I-COM
630,Sentence: 43,",",O
631,Sentence: 43,CÔNG,B-COM
632,Sentence: 43,TY,I-COM
633,Sentence: 43,TNHH,I-COM
634,Sentence: 43,KỸ,I-COM
635,Sentence: 43,THUẬT,I-COM
636,Sentence: 43,NGUYỄN,I-COM
637,Sentence: 43,TÍN,I-COM
638,Sentence: 44,NGUYEN,B-COM
639,Sentence: 44,HOANG,I-COM
640,Sentence: 44,ARCHITECTURE,I-COM
641,Sentence: 44,AND,I-COM
642,Sentence: 44,CONSTRUCTION,I-COM
643,Sentence: 44,ONE,I-COM
644,Sentence: 44,MEMBER,I-COM
645,Sentence: 44,COMPAN,I-COM
646,Sentence: 44,",",O
647,Sentence: 44,NGUYEN,B-COM
648,Sentence: 44,HOANG,I-COM
649,Sentence: 44,ARCHITECTURE,I-COM
650,Sentence: 44,AND,I-COM
651,Sentence: 44,CONSTRUCTION,I-COM
652,Sentence: 44,ONE,I-COM
653,Sentence: 44,MEMBER,I-COM
654,Sentence: 44,COMPAN,I-COM
655,Sentence: 44,",",O
656,Sentence: 44,CÔNG,B-COM
657,Sentence: 44,TY,I-COM
658,Sentence: 44,TNHH,I-COM
659,Sentence: 44,MỘT,I-COM
660,Sentence: 44,THÀNH,I-COM
661,Sentence: 44,VIÊN,I-COM
662,Sentence: 44,KIẾN,I-COM
663,Sentence: 44,TRÚC,I-COM
664,Sentence: 44,VÀ,I-COM
665,Sentence: 44,XÂY,I-COM
666,Sentence: 44,DỰNG,I-COM
667,Sentence: 44,NGUYỄN,I-COM
668,Sentence: 44,HOÀNG,I-COM
669,Sentence: 45,VIETXO,B-COM
670,Sentence: 45,"TADECO.,",I-COM
671,Sentence: 45,CO,I-COM
672,Sentence: 45,LTD,I-COM
673,Sentence: 45,",",O
674,Sentence: 45,CÔNG,B-COM
675,Sentence: 45,TY,I-COM
676,Sentence: 45,TNHH,I-COM
677,Sentence: 45,THƯƠNG,I-COM
678,Sentence: 45,MẠI,I-COM
679,Sentence: 45,VÀ,I-COM
680,Sentence: 45,PHÁT,I-COM
681,Sentence: 45,TRIỂN,I-COM
682,Sentence: 45,VIỆT,I-COM
683,Sentence: 45,XÔ,I-COM
684,Sentence: 46,HAPPYPHONE,B-COM
685,Sentence: 46,"CO.,",I-COM
686,Sentence: 46,LTD,I-COM
687,Sentence: 46,",",O
688,Sentence: 46,HAPPYPHONE,B-COM
689,Sentence: 46,"CO.,",I-COM
690,Sentence: 46,LTD,I-COM
691,Sentence: 46,",",O
692,Sentence: 46,CÔNG,B-COM
693,Sentence: 46,TY,I-COM
694,Sentence: 46,TNHH,I-COM
695,Sentence: 46,MỘT,I-COM
696,Sentence: 46,THÀNH,I-COM
697,Sentence: 46,VIÊN,I-COM
698,Sentence: 46,HAPPY,I-COM
699,Sentence: 46,PHONE,I-COM
700,Sentence: 47,CÔNG,B-COM
701,Sentence: 47,TY,I-COM
702,Sentence: 47,TNHH,I-COM
703,Sentence: 47,MTV,I-COM
704,Sentence: 47,DVDL,I-COM
